Issue Date,Syndicate Desk,Syndicate Region,Country,Issuer,ISIN,Issuer Category,Sector,Currency,Size (EUR m),Tenor,Seniority,Coupon,IPTs,Spread at Launch (bps),Guidance,Price Tightening,Books Guide,Books Launch,Books Final,Oversubscription,New Issue Premium (bps),BNP Role,BNP Active,Sustainable
2025-02-25,Hong Kong,Asia-Pacific,Hong Kong,Cloud Systems,HKTR3I09GB24,Corporate,Technology,USD,172.85,3,Senior Unsecured,Fixed,6.54,86.48,6.49,0.05,224.71,337.06,382.01,2.63,8.09,Passive,True,False
2025-02-05,London,EMEA,United Arab Emirates,Global Innovations,AEOAJWT6VPC8,Corporate,Oil & Gas,USD,176.9,10,Senior Unsecured,Zero-Coupon,3.55,113.91,3.49,0.06,229.97,344.95,390.95,3.24,32.29,Passive Bookrunner,True,False
2025-01-31,New York,Americas,USA,Industrial Solutions,USDVAMJQY186,Corporate,Healthcare,EUR,74.75,5,Senior Unsecured,Fixed,5.34,161.01,5.31,0.03,97.17,145.75,165.19,1.95,36.76,Passive,True,False
2024-04-20,Hong Kong,Asia-Pacific,China,Consumer Systems,CNJPYD45P9I6,Corporate,Industrial,CNY,483.61,5,Senior Unsecured,Fixed,3.34,111.14,3.25,0.09,628.69,943.04,1068.77,3.06,21.44,Co-Manager,False,False
2023-01-01,London,EMEA,Switzerland,Medical Corporation,CHSEKUL71BX1,Corporate,Consumer,EUR,370.27,20,Senior Unsecured,Fixed,2.33,120.75,2.28,0.05,481.35,722.03,818.3,3.46,48.31,Passive Bookrunner,False,False
2025-01-04,London,EMEA,France,Industrial Systems,FRIWTCQ32FU9,Corporate,Consumer,GBP,270.8,5,Senior Unsecured,Floating,7.71,161.48,7.57,0.14,352.04,528.06,598.47,4.92,27.46,Passive,False,False
2025-01-30,Hong Kong,Asia-Pacific,Japan,Medical Solutions,JP1W0GM87Z68,Corporate,Industrial,CNY,150.53,10,Senior Unsecured,Fixed,4.2,189.67,4.14,0.06,195.69,293.53,332.67,3.06,6.37,Co-Manager,True,False
2025-01-25,Hong Kong,Asia-Pacific,Japan,Consumer Innovations,JPJE495DCGH0,Corporate,Technology,CNY,515.89,3,Senior Secured,Floating,7.45,170.78,7.39,0.06,670.66,1005.99,1140.12,2.2,38.26,Active Bookrunner,True,True
2021-12-26,New York,Americas,USA,Retail Systems,USQVAIZISW90,Corporate,Technology,EUR,196.54,5,Senior Unsecured,Fixed,4.5,168.16,4.39,0.11,255.5,383.25,434.35,4.23,34.76,Passive Bookrunner,True,True
2025-02-04,New York,Americas,USA,Tech Corporation,USN59G11XZ49,Corporate,Technology,USD,90.49,10,Senior Unsecured,Floating,3.89,194.03,3.79,0.1,117.64,176.46,199.99,4.39,12.02,Global Coordinator,False,False
2021-08-13,London,EMEA,UK,Lloyds Banking Corp,GBZHQEL1IBG1,FIG,Asset Management,EUR,173.74,5,Tier 2,Fixed,5.45,67.88,5.35,0.1,260.61,469.1,521.22,4.3,10.08,Passive,True,False
2023-11-02,Hong Kong,Asia-Pacific,China,Consumer Innovations,CNY60AIK6B48,Corporate,Healthcare,USD,358.82,3,Senior Unsecured,Zero-Coupon,2.99,147.01,2.84,0.15,466.47,699.71,793.0,4.75,10.4,None,False,False
2024-03-02,Hong Kong,Asia-Pacific,China,Brands Innovations,CNRN0C9LDRP7,Corporate,Industrial,CNY,495.53,7,Senior Unsecured,Fixed,3.1,99.85,3.08,0.02,644.19,966.29,1095.12,1.62,5.72,Active Bookrunner,False,True
2025-01-25,Hong Kong,Asia-Pacific,China,Industrial Corporation,CNMJUFXN1XS5,Corporate,Technology,JPY,142.88,1,Senior Unsecured,Floating,7.45,104.87,7.43,0.02,185.74,278.61,315.76,1.64,30.45,Passive Bookrunner,True,False
2022-07-27,London,EMEA,Germany,Retail Innovations,DEF6WDLOOJM2,Corporate,Industrial,EUR,623.0,10,Senior Unsecured,Fixed,7.22,84.22,7.11,0.11,809.9,1214.85,1376.83,4.4,46.91,Co-Manager,False,False
2020-11-11,Hong Kong,Asia-Pacific,Singapore,Cyber Innovations,SGC7EHDIQXP4,Corporate,Industrial,USD,488.03,3,Senior Unsecured,Fixed,6.09,179.97,6.0,0.09,634.44,951.66,1078.55,3.2,40.67,None,True,False
2020-09-13,Hong Kong,Asia-Pacific,Hong Kong,Government of Hong Kong,HKJ4TLSAIDG5,SSA,Sovereign,HKD,557.92,1,Senior Unsecured,Fixed,2.18,26.57,2.13,0.05,1004.26,2209.37,2510.65,2.57,28.48,Active Bookrunner,True,True
2021-12-19,London,EMEA,Netherlands,Global Holdings,NLQOYUP8V215,FIG,Banks,EUR,113.49,3,Senior Preferred,Zero-Coupon,3.49,105.0,3.46,0.03,170.23,306.41,340.46,2.47,45.14,Co-Manager,False,False
2024-02-09,New York,Americas,USA,Citi Financial,USFSRL756PZ2,FIG,Insurance,CAD,160.91,10,Senior Non-Preferred,Floating,4.66,112.31,4.58,0.08,241.37,434.47,482.74,4.18,21.3,Co-Manager,True,True
2023-05-10,New York,Americas,USA,Citi Banking Corp,US60YJ8751V4,FIG,Banks,USD,116.43,10,Senior Non-Preferred,Fixed,7.65,110.93,7.48,0.17,174.65,314.37,349.3,4.95,43.09,None,True,False
2021-02-06,London,EMEA,Germany,Brands Solutions,DE515ML43UF1,Corporate,Utilities,USD,490.1,10,Senior Secured,Floating,2.07,150.11,1.98,0.09,637.13,955.69,1083.12,4.22,43.53,Global Coordinator,True,False
2023-09-26,Hong Kong,Asia-Pacific,Japan,Brands Corporation,JPHA201II5S4,Corporate,Healthcare,USD,329.97,5,Senior Unsecured,Floating,4.91,108.0,4.87,0.04,428.96,643.44,729.23,2.42,48.11,None,True,False
2021-01-01,London,EMEA,France,Continental Group,FRGZKY1Y8G33,FIG,Insurance,USD,153.01,10,Senior Preferred,Zero-Coupon,5.14,106.85,5.02,0.12,229.51,413.12,459.02,4.95,15.24,Passive Bookrunner,True,False
2025-02-04,New York,Americas,Canada,Health Innovations,CAH2C2XAQOQ4,Corporate,Industrial,USD,83.41,5,Senior Subordinated,Fixed,2.09,191.16,1.98,0.11,108.43,162.65,184.33,3.66,29.47,Passive Bookrunner,True,False
2021-01-05,New York,Americas,USA,Cloud Innovations,USNLW4SF5JX6,Corporate,Healthcare,USD,412.64,10,Senior Unsecured,Fixed,6.43,103.86,6.35,0.08,536.43,804.64,911.93,3.53,49.31,Passive Bookrunner,True,True
2020-05-14,London,EMEA,France,Global Financial,FRMC44DK3QX4,FIG,Insurance,USD,258.94,5,Senior Preferred,Zero-Coupon,2.74,125.79,2.72,0.02,388.41,699.14,776.82,1.56,33.93,None,True,False
2024-07-03,London,EMEA,Germany,Global Holdings,DETYDYG9ADV9,FIG,Financial Services,EUR,135.69,1,Tier 2,Fixed,6.35,139.29,6.34,0.01,203.53,366.35,407.06,1.33,36.33,Co-Manager,False,False
2022-02-24,New York,Americas,Mexico,Retail Corporation,MX1BXDRMRE60,Corporate,Industrial,EUR,479.98,10,Senior Unsecured,Fixed,5.28,215.5,5.14,0.14,623.97,935.96,1060.75,3.75,12.89,None,False,False
2025-02-16,London,EMEA,United Arab Emirates,Global Systems,AE4RLV95SUC8,Corporate,Oil & Gas,EUR,69.26,3,Senior Subordinated,Fixed,2.99,183.09,2.87,0.12,90.04,135.06,153.07,4.65,47.41,None,False,False
2021-09-19,New York,Americas,USA,Citi Banking Corp,USXKTQWXLBT2,FIG,Financial Services,USD,230.14,5,Senior Preferred,Fixed,5.46,103.71,5.41,0.05,345.21,621.38,690.42,2.46,17.23,Co-Manager,True,False
2023-06-12,London,EMEA,Germany,Metropolitan Financial,DEW2KZVUASD2,FIG,Insurance,GBP,123.13,10,Senior Preferred,Fixed,2.37,122.45,2.33,0.04,184.69,332.44,369.38,2.23,14.59,Active Bookrunner,True,True
2024-11-28,London,EMEA,Switzerland,Continental Banking Corp,CHK5P2PRXU97,FIG,Banks,EUR,178.82,5,Tier 2,Fixed,3.03,98.88,2.94,0.09,268.23,482.81,536.46,3.15,43.38,None,False,True
2021-09-15,London,EMEA,Saudi Arabia,Government of Saudi Arabia,SA8DGNUSMQ37,SSA,Sovereign,GBP,988.18,20,Secured,Fixed,6.53,32.18,6.43,0.1,1778.72,3913.18,4446.8,4.96,23.6,Passive Bookrunner,True,True
2023-08-28,New York,Americas,Canada,Pharma Solutions,CAOGPI36PT15,Corporate,Technology,USD,519.93,10,Senior Secured,Fixed,5.1,185.77,4.99,0.11,675.91,1013.87,1149.05,4.58,27.36,Passive,True,True
2020-07-05,London,EMEA,UK,Manufacturing Systems,GBD2TKXF4HI3,Corporate,Utilities,EUR,199.03,3,Junior Subordinated,Fixed,6.02,142.03,5.91,0.11,258.74,388.11,439.86,4.22,40.71,Passive Bookrunner,True,False
2024-03-04,New York,Americas,USA,Brands Corporation,US1ZZU2D5ND8,Corporate,Technology,EUR,259.72,5,Senior Unsecured,Fixed,5.57,192.03,5.5,0.07,337.64,506.46,573.99,3.96,31.4,Documentation Agent,True,True
2023-03-20,New York,Americas,USA,Medical Corporation,USDVDP4A8C83,Corporate,Industrial,USD,387.31,5,Senior Unsecured,Fixed,2.93,99.28,2.89,0.04,503.5,755.25,855.95,2.18,8.5,Passive,True,True
2024-04-08,London,EMEA,Germany,L-Bank,DE7YWZKZ8I80,SSA,Sovereign,EUR,695.12,5,Senior Unsecured,Fixed,2.69,13.11,2.64,0.05,1251.22,2752.68,3128.05,2.28,36.52,Global Coordinator,True,False
2022-11-09,London,EMEA,Germany,Land NRW,DEG97K3THX50,SSA,Sovereign,EUR,1444.27,10,Senior Unsecured,Zero-Coupon,6.89,44.43,6.79,0.1,2599.69,5719.32,6499.23,4.45,25.34,None,True,True
2023-08-03,New York,Americas,USA,Retail Corporation,USF1F8UGPLW8,Corporate,Technology,CAD,548.03,5,Senior Unsecured,Fixed,2.77,143.99,2.67,0.1,712.44,1068.66,1211.15,4.63,45.43,None,True,False
2021-12-03,New York,Americas,USA,Health Systems,USBW4LNX37Z6,Corporate,Technology,USD,113.06,3,Senior Unsecured,Zero-Coupon,5.93,118.03,5.91,0.02,146.98,220.47,249.87,1.68,47.96,Active Bookrunner,True,False
2024-07-28,Hong Kong,Asia-Pacific,China,Cyber Systems,CNP5VEGJLUV5,Corporate,Industrial,CNY,563.78,10,Senior Unsecured,Zero-Coupon,6.5,114.7,6.44,0.06,732.91,1099.37,1245.95,2.46,8.1,Global Coordinator,False,False
2024-11-17,New York,Americas,USA,Goldman Banking Corp,US2LDPUZHBN4,FIG,Asset Management,USD,251.39,10,Senior Non-Preferred,Fixed,7.24,83.63,7.16,0.08,377.08,678.74,754.16,3.76,49.82,Global Coordinator,True,False
2022-05-02,Hong Kong,Asia-Pacific,Hong Kong,Cloud Solutions,HK23CDL5DGD7,Corporate,Industrial,JPY,207.59,30,Senior Unsecured,Floating,5.82,116.48,5.64,0.18,269.87,404.81,458.78,4.87,30.47,Passive,True,False
2024-08-04,Hong Kong,Asia-Pacific,Hong Kong,Retail Solutions,HK14AHL9X0I2,Corporate,Technology,CNY,163.88,10,Senior Unsecured,Fixed,3.2,124.18,3.12,0.08,213.04,319.56,362.17,3.59,39.59,None,False,False
2024-06-30,Hong Kong,Asia-Pacific,China,Brands Corporation,CN32YPKFTVK0,Corporate,Healthcare,USD,252.22,30,Senior Unsecured,Fixed,6.52,222.53,6.41,0.11,327.89,491.83,557.41,4.83,27.57,Passive Bookrunner,False,False
2022-08-02,London,EMEA,France,Global Solutions,FRI0FMVW02X2,Corporate,Utilities,GBP,493.98,10,Senior Unsecured,Floating,3.72,91.27,3.71,0.01,642.17,963.25,1091.69,1.22,15.25,Active Bookrunner,True,True
2022-05-07,London,EMEA,Switzerland,Government of Switzerland,CHK72DNZ1AL2,SSA,Sovereign,GBP,808.63,7,Senior Unsecured,Fixed,6.19,34.12,6.04,0.15,1455.53,3202.17,3638.82,4.14,25.99,Passive Bookrunner,True,False
2022-10-02,New York,Americas,USA,Engineering Systems,USKLM58ITW92,Corporate,Industrial,EUR,87.58,3,Senior Unsecured,Fixed,5.54,168.18,5.48,0.06,113.85,170.77,193.54,2.5,44.92,None,False,False
2021-02-27,Hong Kong,Asia-Pacific,Japan,Manufacturing Innovations,JPXO3YXLQZ66,Corporate,Technology,CNY,432.82,10,Senior Unsecured,Fixed,6.62,115.81,6.58,0.04,562.67,844.0,956.54,2.25,19.06,Documentation Agent,True,False
2025-01-25,London,EMEA,Switzerland,Cloud Innovations,CHXSM5V299K0,Corporate,Industrial,EUR,175.07,5,Senior Secured,Fixed,7.43,136.2,7.34,0.09,227.59,341.38,386.9,3.37,49.95,None,True,False
2025-02-02,London,EMEA,Germany,Brands Systems,DEFDPYFL52D1,Corporate,Industrial,EUR,418.96,10,Senior Secured,Fixed,2.31,216.5,2.24,0.07,544.65,816.97,925.9,4.43,39.58,Passive,True,False
2021-06-26,London,EMEA,UK,Barclays Holdings,GB0SV20JA3X8,FIG,Financial Services,CHF,104.69,10,Tier 2,Fixed,2.49,94.3,2.46,0.03,157.03,282.65,314.06,2.37,24.93,Active Bookrunner,True,True
2024-11-23,London,EMEA,United Arab Emirates,Global Solutions,AEQ3L53ZXW52,Corporate,Oil & Gas,USD,453.32,5,Senior Unsecured,Fixed,6.19,129.87,6.1,0.09,589.32,883.98,1001.84,2.99,13.35,None,True,True
2020-05-03,London,EMEA,Switzerland,Medical Corporation,CH0D2GHUHOY2,Corporate,Healthcare,EUR,333.44,5,Senior Unsecured,Fixed,5.02,141.88,4.97,0.05,433.47,650.21,736.9,2.53,21.58,Passive,True,False
2023-07-20,Hong Kong,Asia-Pacific,Hong Kong,Continental Group,HKOM2PPTPUF6,FIG,Insurance,USD,152.6,10,Tier 2,Fixed,2.21,86.03,2.06,0.15,228.9,412.02,457.8,4.49,8.33,Active Bookrunner,True,False
2020-11-16,Hong Kong,Asia-Pacific,China,Health Systems,CN0FJWR2UU70,Corporate,Industrial,CNY,186.1,10,Junior Subordinated,Zero-Coupon,7.47,216.32,7.41,0.06,241.93,362.89,411.28,3.15,39.02,None,True,True
2021-03-02,Hong Kong,Asia-Pacific,Japan,SMFG Financial,JPN9M4H1S2W6,FIG,Asset Management,HKD,208.98,30,Senior Preferred,Fixed,2.11,146.35,2.06,0.05,313.47,564.25,626.94,2.61,21.91,Documentation Agent,True,False
2020-02-17,Hong Kong,Asia-Pacific,Hong Kong,Tech Corporation,HK404JP8DE80,Corporate,Healthcare,USD,207.65,7,Senior Unsecured,Floating,6.98,163.12,6.88,0.1,269.94,404.91,458.9,4.26,31.25,Co-Manager,True,False
2021-08-14,New York,Americas,Mexico,Tech Corporation,MX874RBJCOI7,Corporate,Technology,EUR,422.28,10,Senior Subordinated,Fixed,5.4,183.24,5.38,0.02,548.96,823.44,933.23,1.44,16.3,Documentation Agent,True,False
2023-03-28,Hong Kong,Asia-Pacific,Japan,MUFG Financial,JP6A5LPKE6A4,FIG,Financial Services,HKD,238.42,3,Senior Non-Preferred,Fixed,2.18,141.82,2.08,0.1,357.63,643.73,715.26,3.77,27.87,Global Coordinator,True,False
2021-01-02,London,EMEA,United Arab Emirates,Continental Group,AEEQNAQXAR72,FIG,Banks,EUR,208.65,10,Senior Preferred,Fixed,4.28,94.71,4.21,0.07,312.98,563.36,625.96,2.65,45.95,Co-Manager,False,False
2020-09-26,Hong Kong,Asia-Pacific,China,Tech Systems,CN8Y0FO6WAU0,Corporate,Healthcare,HKD,543.81,5,Senior Unsecured,Fixed,4.07,89.04,3.97,0.1,706.95,1060.43,1201.82,4.37,24.27,Co-Manager,True,False
2021-07-28,New York,Americas,Mexico,Brands Corporation,MX1I67KS2FJ4,Corporate,Healthcare,USD,397.84,10,Senior Unsecured,Fixed,7.53,180.17,7.5,0.03,517.19,775.79,879.22,2.0,45.6,Passive,True,False
2023-08-24,London,EMEA,United Arab Emirates,Global Systems,AE3VRLAD1DI8,Corporate,Oil & Gas,EUR,197.52,5,Senior Secured,Fixed,4.56,129.57,4.55,0.01,256.78,385.17,436.53,1.15,15.62,Passive,True,False
2020-07-02,Hong Kong,Asia-Pacific,Singapore,Engineering Innovations,SG3TR1Y0LKF2,Corporate,Industrial,JPY,226.84,30,Senior Unsecured,Floating,7.47,148.47,7.37,0.1,294.89,442.33,501.31,3.35,8.78,Co-Manager,True,False
2023-09-23,Hong Kong,Asia-Pacific,Japan,Cyber Corporation,JP55942HN6K4,Corporate,Industrial,HKD,488.96,10,Senior Unsecured,Fixed,7.53,83.09,7.46,0.07,635.65,953.47,1080.61,3.23,26.35,Documentation Agent,True,False
2021-05-14,Hong Kong,Asia-Pacific,Japan,Nomura Group,JP5U346SM541,FIG,Financial Services,USD,184.71,5,Senior Preferred,Fixed,4.32,125.64,4.2,0.12,277.06,498.71,554.12,3.62,12.21,None,False,False
2024-02-15,London,EMEA,UK,Global Innovations,GB3V77RMVG85,Corporate,Industrial,GBP,207.98,7,Senior Unsecured,Fixed,5.8,119.01,5.8,0.0,270.37,405.56,459.63,1.05,9.55,Active Bookrunner,True,False
2020-11-29,London,EMEA,Germany,Brands Solutions,DE281XM0BG26,Corporate,Industrial,GBP,97.77,7,Senior Subordinated,Fixed,7.88,171.52,7.83,0.05,127.1,190.65,216.07,2.98,23.62,Global Coordinator,True,False
2022-04-11,New York,Americas,Canada,Brands Corporation,CAAW06VBDAS9,Corporate,Technology,EUR,297.69,10,Senior Unsecured,Fixed,7.17,125.93,7.06,0.11,387.0,580.5,657.9,4.18,11.36,Passive,True,False
2023-11-08,London,EMEA,Germany,Industrial Systems,DEH2290KY4J8,Corporate,Industrial,GBP,204.83,5,Senior Unsecured,Zero-Coupon,4.29,174.38,4.19,0.1,266.28,399.42,452.68,3.48,35.8,Passive Bookrunner,True,False
2021-01-01,London,EMEA,France,Global Holdings,FR86CM2RNH85,FIG,Insurance,EUR,226.45,10,Tier 2,Fixed,4.43,127.67,4.37,0.06,339.67,611.41,679.34,3.03,20.08,Passive,True,False
2021-05-25,Hong Kong,Asia-Pacific,Japan,Pharma Innovations,JPLQQBDFAYS6,Corporate,Consumer,HKD,364.34,3,Senior Unsecured,Floating,4.4,136.45,4.34,0.06,473.64,710.46,805.19,3.25,38.17,None,True,False
2024-07-26,London,EMEA,Saudi Arabia,Global Corporation,SAJ2F04V0DG0,Corporate,Oil & Gas,USD,329.23,7,Senior Unsecured,Zero-Coupon,3.7,221.42,3.69,0.01,428.0,642.0,727.6,1.24,10.49,Co-Manager,True,True
2020-10-08,Hong Kong,Asia-Pacific,Hong Kong,Government of Hong Kong,HKDXVT7KGN85,SSA,Sovereign,JPY,501.7,3,Senior Unsecured,Floating,2.04,16.45,2.03,0.01,903.06,1986.73,2257.65,1.3,16.44,None,True,False
2020-02-05,Hong Kong,Asia-Pacific,Hong Kong,Cyber Innovations,HKXKLW7PGS75,Corporate,Healthcare,CNY,404.05,5,Senior Secured,Zero-Coupon,7.47,186.41,7.45,0.02,525.26,787.89,892.94,1.4,21.17,Passive,True,False
2023-02-02,London,EMEA,Switzerland,Bio Systems,CHMTTV5LL2N0,Corporate,Consumer,USD,405.49,5,Senior Unsecured,Fixed,2.45,188.96,2.38,0.07,527.14,790.71,896.14,4.23,20.75,None,True,False
2022-04-21,New York,Americas,Mexico,Engineering Solutions,MXACX5457QF3,Corporate,Industrial,USD,290.14,10,Senior Subordinated,Fixed,6.12,224.5,6.12,0.0,377.18,565.77,641.21,1.11,7.93,None,True,False
2021-12-05,New York,Americas,Brazil,Government of Brazil,BRV2SB38BM73,SSA,Sovereign,EUR,1343.76,5,Secured,Fixed,5.15,52.03,5.14,0.01,2418.77,5321.29,6046.93,1.35,38.61,None,False,False
2024-05-22,London,EMEA,Netherlands,Government of Netherlands,NLTL2SUHUWJ3,SSA,Sovereign,EUR,862.95,10,Senior Unsecured,Fixed,4.02,23.29,3.98,0.04,1553.31,3417.28,3883.27,2.03,8.54,None,True,True
2020-08-03,New York,Americas,USA,Consumer Innovations,US37DZNGIKF0,Corporate,Technology,USD,131.77,10,Senior Unsecured,Fixed,3.67,174.18,3.65,0.02,171.3,256.95,291.21,1.53,8.87,None,True,False
2022-11-07,Hong Kong,Asia-Pacific,Japan,Industrial Systems,JP5EO0L9TCZ4,Corporate,Industrial,USD,78.36,10,Senior Secured,Fixed,4.26,191.2,4.09,0.17,101.87,152.81,173.18,4.74,22.97,None,True,True
2023-08-27,Hong Kong,Asia-Pacific,Hong Kong,Government of Hong Kong,HKW6UZY91D29,SSA,Sovereign,HKD,1046.41,10,Senior Unsecured,Floating,4.04,28.05,3.94,0.1,1883.54,4143.79,4708.85,4.34,42.97,Passive Bookrunner,True,False
2022-11-28,London,EMEA,France,Brands Systems,FRHT2ZM1ORL9,Corporate,Industrial,USD,405.35,5,Senior Unsecured,Fixed,4.24,184.47,4.12,0.12,526.96,790.44,895.83,3.71,17.87,Co-Manager,True,False
2021-05-10,New York,Americas,USA,Pharma Corporation,US1YA2NRR6J0,Corporate,Industrial,USD,262.81,3,Senior Unsecured,Fixed,6.5,82.99,6.47,0.03,341.65,512.47,580.8,1.77,39.35,Passive,False,False
2022-09-10,New York,Americas,USA,Goldman Financial,USCB68JZAT92,FIG,Asset Management,USD,287.17,3,Senior Preferred,Fixed,3.39,55.39,3.36,0.03,430.75,775.35,861.5,1.79,39.94,Passive Bookrunner,False,False
2025-01-29,Hong Kong,Asia-Pacific,Hong Kong,Pharma Innovations,HKND74K3WGT5,Corporate,Industrial,CNY,85.69,3,Senior Unsecured,Fixed,4.43,86.87,4.26,0.17,111.4,167.1,189.38,4.63,12.02,Passive Bookrunner,False,False
2022-04-18,London,EMEA,Germany,Consumer Innovations,DEH6Z2TL5PJ2,Corporate,Consumer,GBP,178.43,10,Senior Secured,Fixed,6.93,198.91,6.81,0.12,231.96,347.94,394.33,3.67,21.69,Passive Bookrunner,True,False
2024-02-12,New York,Americas,Canada,Global Holdings,CAYQ6YC7BZY2,FIG,Asset Management,USD,179.67,3,Senior Non-Preferred,Fixed,3.68,145.26,3.56,0.12,269.5,485.1,539.0,4.46,29.36,Documentation Agent,True,False
2023-08-20,London,EMEA,UK,Manufacturing Innovations,GBUY8TVO0NA2,Corporate,Utilities,EUR,501.06,5,Senior Unsecured,Fixed,4.56,193.93,4.53,0.03,651.38,977.07,1107.35,2.25,43.04,None,True,False
2023-03-07,New York,Americas,USA,Industrial Solutions,USIKNQJ0DWQ4,Corporate,Consumer,USD,633.12,5,Senior Secured,Floating,5.99,169.44,5.91,0.08,823.06,1234.59,1399.2,4.96,7.93,Passive Bookrunner,False,False
2021-10-17,Hong Kong,Asia-Pacific,Japan,Brands Systems,JP8TQZOYIOO8,Corporate,Consumer,HKD,241.1,20,Senior Unsecured,Fixed,3.57,193.29,3.56,0.01,313.43,470.14,532.83,1.25,16.55,None,False,False
2021-03-18,Hong Kong,Asia-Pacific,China,Digital Solutions,CNF3BQ0X4J10,Corporate,Healthcare,HKD,176.16,5,Senior Secured,Fixed,5.83,167.85,5.8,0.03,229.01,343.51,389.32,1.68,5.45,None,True,False
2021-02-24,London,EMEA,Switzerland,Brands Systems,CHDWSUM0ISI4,Corporate,Technology,CHF,536.12,7,Senior Secured,Floating,2.1,93.02,2.07,0.03,696.96,1045.44,1184.83,1.88,36.39,None,True,False
2021-01-08,Hong Kong,Asia-Pacific,Japan,Cyber Solutions,JPS7605EZR68,Corporate,Healthcare,JPY,514.91,1,Senior Unsecured,Fixed,4.69,80.51,4.65,0.04,669.38,1004.07,1137.95,2.84,40.28,Documentation Agent,False,False
2025-01-25,New York,Americas,USA,Citi Banking Corp,USDDTJ58DQ85,FIG,Financial Services,EUR,218.54,5,Senior Non-Preferred,Zero-Coupon,3.12,147.39,3.05,0.07,327.81,590.06,655.62,2.64,49.07,None,True,False
2023-12-01,Hong Kong,Asia-Pacific,Hong Kong,Metropolitan Banking Corp,HKOILTNIWQ82,FIG,Asset Management,JPY,199.95,5,Senior Non-Preferred,Zero-Coupon,7.66,156.88,7.54,0.12,299.92,539.86,599.84,3.9,21.44,None,True,False
2023-10-09,London,EMEA,UK,Brands Systems,GB5MRTNJMY57,Corporate,Consumer,USD,329.03,7,Senior Unsecured,Fixed,3.88,156.68,3.87,0.01,427.74,641.61,727.16,1.28,47.32,Passive,False,False
2022-07-10,London,EMEA,Germany,Continental Financial,DE4YPVJLGLX0,FIG,Asset Management,EUR,333.76,5,Senior Preferred,Fixed,3.1,85.6,2.98,0.12,500.64,901.15,1001.28,4.01,6.08,Documentation Agent,True,False
2020-02-28,London,EMEA,France,Continental Financial,FRWH9WRKVBD3,FIG,Insurance,USD,269.95,5,Senior Non-Preferred,Fixed,7.43,74.06,7.35,0.08,404.92,728.86,809.84,4.03,17.02,Co-Manager,True,False
2024-05-01,New York,Americas,USA,Goldman Holdings,USGIZAB155V4,FIG,Financial Services,USD,187.24,10,Additional Tier 1,Fixed,7.43,166.01,7.4,0.03,280.86,505.55,561.72,2.36,49.77,None,True,False
2023-05-02,New York,Americas,USA,Pharma Corporation,USGBYY8ZD8G6,Corporate,Technology,USD,135.97,10,Senior Secured,Fixed,5.03,216.1,4.97,0.06,176.76,265.14,300.49,2.59,9.66,Passive Bookrunner,True,False
2021-02-06,New York,Americas,Canada,Continental Holdings,CAIZJAZFAO01,FIG,Financial Services,EUR,182.18,3,Tier 2,Floating,4.12,67.79,4.02,0.1,273.27,491.89,546.54,4.21,37.54,Passive,False,False
2025-01-02,New York,Americas,Canada,Engineering Innovations,CADBEVNRMSQ3,Corporate,Technology,EUR,163.38,1,Senior Unsecured,Fixed,4.77,190.97,4.65,0.12,212.39,318.58,361.06,4.48,14.7,None,True,False
2025-01-18,New York,Americas,USA,Health Systems,USDYOIJ2H4X1,Corporate,Consumer,USD,267.46,10,Senior Unsecured,Fixed,6.71,150.76,6.64,0.07,347.7,521.55,591.09,3.04,7.22,None,True,False
2022-11-30,Hong Kong,Asia-Pacific,Japan,Industrial Systems,JPK0S3JWJPS3,Corporate,Industrial,JPY,284.49,30,Senior Subordinated,Fixed,5.63,275.1,5.61,0.02,369.84,554.76,628.73,1.46,26.73,Active Bookrunner,False,False
2024-09-11,New York,Americas,USA,Bank of Holdings,USUI1BIXGE29,FIG,Banks,EUR,158.72,5,Senior Non-Preferred,Floating,5.78,89.37,5.77,0.01,238.08,428.54,476.16,1.17,43.28,Passive,False,False
2022-09-19,New York,Americas,Canada,Retail Solutions,CANJBTYT4ZJ9,Corporate,Technology,EUR,298.73,10,Senior Unsecured,Fixed,2.34,142.43,2.22,0.12,388.35,582.53,660.2,4.27,37.26,Passive Bookrunner,True,True
2021-09-11,Hong Kong,Asia-Pacific,China,Cyber Corporation,CN6T7F7V4IT6,Corporate,Industrial,JPY,76.65,5,Senior Unsecured,Fixed,3.01,126.6,2.95,0.06,99.65,149.48,169.41,2.36,46.43,None,True,False
2025-02-14,New York,Americas,Chile,Global Group,XX4J6M20Z676,FIG,Insurance,EUR,325.34,3,Senior Preferred,Fixed,4.15,134.88,4.13,0.02,488.01,878.42,976.02,1.47,32.36,Global Coordinator,True,False
2023-09-30,London,EMEA,UK,Barclays Banking Corp,GBACODYNDP72,FIG,Financial Services,USD,124.81,20,Senior Preferred,Fixed,4.59,117.92,4.52,0.07,187.22,337.0,374.44,3.65,46.69,Passive Bookrunner,True,True
2025-02-26,New York,Americas,Canada,Continental Holdings,CA5G589HEB99,FIG,Insurance,EUR,140.29,7,Senior Preferred,Fixed,5.06,82.41,4.98,0.08,210.44,378.79,420.88,3.76,36.03,Active Bookrunner,True,False
2020-07-31,New York,Americas,Mexico,Digital Solutions,MXZZV871QZJ0,Corporate,Industrial,USD,458.15,10,Senior Unsecured,Fixed,7.42,164.43,7.4,0.02,595.6,893.4,1012.52,1.78,37.94,Co-Manager,True,False
